"Shortage reports","DISCLAIMER: The information found within this file is presented in the language in which it was written and submitted."
"Report ID","Drug Identification Number","Report Type","Brand name","Company Name","Common or Proper name",Ingredients,Strength(s),"Packaging size","Route of administration","Shortage status","Dosage form(s)","Anatomical Therapeutical Chemical (ATC) Code","Anatomical Therapeutical Chemical (ATC) description","Anticipated start date","Actual start date","Estimated end date","Actual end date",Reason,"Date Created","Date Updated","Tier 3"
21270,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2017-09-01,2017-09-18,2017-09-11,"Delay in shipping of the drug.",2017-09-07,2017-10-25,No
21274,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2017-09-01,2017-09-11,2017-09-11,"Delay in shipping of the drug.",2017-09-07,2017-09-12,No
29094,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,"BLISTERS 3 X 10'S",ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2017-10-20,2017-11-20,2017-11-16,"Demand increase for the drug.",2017-11-14,2017-11-27,No
70461,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANSESARTAN,"CANDESARTAN CILEXETIL",4MG,3X10/Bl,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-09-20,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2018-12-24,2020-08-17,No
70464,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,3X10/Bl,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-09-20,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2018-12-24,2020-08-24,No
73116,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,100,ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-09-20,2020-08-03,2020-08-03,"Disruption of the manufacture of the drug.",2019-01-22,2020-08-24,No
79513,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"30 TAB",ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-11-05,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2019-03-26,2020-08-24,No
79516,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"500 TAB",ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-11-05,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2019-03-26,2020-08-24,No
79519,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,"100 TAB",ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-11-05,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2019-03-26,2020-08-24,No
79524,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,"100 TAB",ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-11-05,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2019-03-26,2020-08-24,No
79529,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,"100 TAB",ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-11-05,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2019-03-26,2020-08-24,No
79532,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,"500 TAB",ORAL,Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2018-11-05,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2019-03-26,2020-08-24,No
129695,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN","CANDESARTAN CILEXETIL",4MG,"30TAB UD CA","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2020-12-04,2020-12-18,2020-12-11,"Requirements related to complying with good manufacturing practices.",2020-12-07,2020-12-14,No
141574,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN","CANDESARTAN CILEXETIL",32MG,"100TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2021-06-25,2021-07-02,2021-07-02,"Requirements related to complying with good manufacturing practices.",2021-06-28,2021-07-05,No
142303,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN","CANDESARTAN CILEXETIL",8MG,"500TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2021-07-09,2021-07-30,2021-07-23,"Demand increase for the drug.",2021-07-12,2021-07-26,No
142306,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN","CANDESARTAN CILEXETIL",4MG,"30TAB UD CA","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2021-07-09,2021-07-23,2021-07-14,"Delay in shipping of the drug.",2021-07-12,2021-07-26,No
142710,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN","CANDESARTAN CILEXETIL",32MG,"100TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2021-07-16,2021-07-30,2021-07-23,"Delay in shipping of the drug.",2021-07-19,2021-07-26,No
143462,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,"30 TAB","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2021-08-02,2021-08-13,2021-08-09,"Demand increase for the drug.",2021-08-03,2021-08-10,No
151979,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"500TAB BO","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2021-12-29,2022-01-14,2022-01-10,"Requirements related to complying with good manufacturing practices.",2021-12-30,2022-01-12,No
172701,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,500TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2022-10-26,2022-12-09,2022-12-14,"Disruption of the manufacture of the drug.",2022-10-27,2022-12-28,No
173367,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2022-11-02,2022-12-09,2022-12-14,"Disruption of the manufacture of the drug.",2022-11-03,2022-12-28,No
174897,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2022-11-09,2022-11-25,2022-11-28,"Demand increase for the drug.",2022-11-16,2022-11-29,No
174968,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,500TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2022-11-16,2022-12-02,2022-11-28,"Disruption of the manufacture of the drug.",2022-11-16,2022-11-29,No
176049,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,30TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2022-11-28,2022-12-02,2022-12-07,"Requirements related to complying with good manufacturing practices.",2022-11-28,2022-12-12,No
179495,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2022-12-21,2023-01-13,2023-01-18,"Disruption of the manufacture of the drug.",2022-12-28,2023-01-19,No
179502,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2022-12-20,2023-02-17,2023-02-24,"Disruption of the manufacture of the drug.",2022-12-28,2023-03-06,No
182538,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-01-25,2023-02-24,2023-03-06,"Disruption of the manufacture of the drug.",2023-01-27,2023-03-07,No
182541,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,500TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-01-25,2023-03-17,2023-03-20,"Disruption of the manufacture of the drug.",2023-01-27,2023-03-21,No
182547,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,30TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-01-25,2023-02-17,2023-01-31,"Disruption of the manufacture of the drug.",2023-01-27,2023-02-01,No
182805,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,30TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-01-31,2023-04-14,2023-04-11,"Disruption of the manufacture of the drug.",2023-01-31,2023-04-12,No
188055,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,"100 TAB","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-03-27,2023-04-28,2023-04-21,"Disruption of the manufacture of the drug.",2023-03-27,2023-04-22,No
188640,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTRAN,"CANDESARTAN CILEXETIL",4MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-04-04,2023-05-05,2023-05-01,"Disruption of the manufacture of the drug.",2023-04-04,2023-05-03,No
189217,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"30 TAB UD","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-04-11,2023-04-21,2023-04-17,"Disruption of the manufacture of the drug.",2023-04-11,2023-04-18,No
189220,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"500 TAB BO","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-04-11,2023-05-05,2023-05-08,"Disruption of the manufacture of the drug.",2023-04-11,2023-05-09,No
191376,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,"100TAB BO","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-05-01,2023-05-19,2023-05-22,"Disruption of the manufacture of the drug.",2023-05-01,2023-05-25,No
192559,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-05-15,2023-06-16,2023-06-12,"Disruption of the manufacture of the drug.",2023-05-16,2023-06-13,No
193358,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-05-30,2023-06-02,2023-06-05,"Disruption of the manufacture of the drug.",2023-05-30,2023-06-06,No
194760,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"30TAB UD","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-06-12,2023-09-01,2023-08-21,"Disruption of the manufacture of the drug.",2023-06-12,2023-08-22,No
196784,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,"30 TAB","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-06-28,2023-09-08,2023-08-29,"Demand increase for the drug.",2023-06-28,2023-08-30,No
206689,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"500 TAB BO","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-10-10,2024-02-09,2024-01-30,"Disruption of the manufacture of the drug.",2023-10-10,2024-01-31,No
211122,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,30TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2023-11-22,2024-01-26,2023-12-19,"Disruption of the manufacture of the drug.",2023-11-22,2023-12-20,No
219974,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2024-02-20,2024-03-29,2024-03-25,"Disruption of the manufacture of the drug.",2024-02-20,2024-03-26,No
220544,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"100TAB BO","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2024-02-26,2024-03-29,2024-03-11,"Disruption of the manufacture of the drug.",2024-02-26,2024-03-12,No
226667,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,30TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2024-04-30,2024-05-10,2024-05-07,"Disruption of the manufacture of the drug.",2024-04-30,2024-05-08,No
237744,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,500TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2024-09-16,2024-11-15,2024-11-18,"Disruption of the manufacture of the drug.",2024-09-16,2024-11-19,No
244434,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2024-12-02,2024-12-06,2024-12-09,"Delay in shipping of the drug.",2024-12-02,2024-12-10,No
249971,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"100TAB BO","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-02-10,2025-03-14,2025-03-17,"Disruption of the manufacture of the drug.",2025-02-10,2025-03-18,No
255891,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-04-28,2025-05-30,2025-05-26,"Disruption of the manufacture of the drug.",2025-04-28,2025-05-27,No
260881,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-06-23,2025-07-11,2025-07-14,"Disruption of the manufacture of the drug.",2025-06-23,2025-07-15,No
261952,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"500 TAB","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-07-07,2025-07-11,2025-07-14,"Disruption of the manufacture of the drug.",2025-07-07,2025-07-15,No
263626,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,"500 TAB","ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-07-28,2025-08-04,2025-08-04,"Demand increase for the drug.",2025-07-28,2025-08-05,No
271985,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,500TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-11-17,2025-11-28,2025-11-28,"Disruption of the manufacture of the drug.",2025-11-17,2025-12-01,No
271988,02326957,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",4MG,30TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-11-17,2025-11-28,2025-11-21,"Demand increase for the drug.",2025-11-17,2025-11-24,No
272430,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2025-11-24,2025-12-05,2025-11-28,"Delay in shipping of the drug.",2025-11-24,2025-12-01,No
281136,02326965,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",8MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2026-03-23,2026-03-27,2026-03-30,"Disruption of the manufacture of the drug.",2026-03-23,2026-03-31,No
281139,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,500TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2026-03-23,2026-05-01,2026-05-04,"Disruption of the manufacture of the drug.",2026-03-23,2026-05-06,No
283199,02326973,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",16MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2026-04-20,2026-05-15,2026-05-19,"Disruption of the manufacture of the drug.",2026-04-20,2026-05-21,No
286094,02417340,Shortage,"SANDOZ CANDESARTAN","SANDOZ CANADA INCORPORATED",CANDESARTAN,"CANDESARTAN CILEXETIL",32MG,100TAB,"ORAL; ORAL",Resolved,TABLET,C09CA,"ANGIOTENSIN II ANTAGONISTS, PLAIN",,2026-06-01,2026-06-26,2026-06-22,"Delay in shipping of the drug.",2026-06-01,2026-07-07,No
29198,02420732,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","CANDESARTAN HCT","HYDROCHLOROTHIAZIDE; CANDESARTAN CILEXETIL","12.5MG; 32MG",100'S,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2017-11-09,2018-01-11,2018-01-11,"Delay in shipping of the drug.",2017-11-14,2018-01-18,No
29201,02420740,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","CANDESARTAN HCT","HYDROCHLOROTHIAZIDE; CANDESARTAN CILEXETIL","25MG; 32MG",100'S,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2017-11-09,2018-03-02,2018-03-23,"Requirements related to complying with good manufacturing practices.",2017-11-14,2018-03-24,No
55561,02420740,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","CANDESARTAN PLUS","HYDROCHLOROTHIAZIDE; CANDESARTAN CILEXETIL","25MG; 32MG",100S,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2018-07-06,2018-08-24,2018-08-17,"Delay in shipping of the drug.",2018-07-12,2018-08-23,No
73123,02327902,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","CANDESARTAN PLUS","HYDROCHLOROTHIAZIDE; CANDESARTAN CILEXETIL","12.5MG; 16MG",100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2018-11-01,2020-08-07,2020-08-03,"Disruption of the manufacture of the drug.",2019-01-22,2020-08-24,No
73126,02327902,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","CANDESARTAN PLUS","HYDROCHLOROTHIAZIDE; CANDESARTAN CILEXETIL","12.5MG; 16MG",30,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2018-11-01,2020-08-07,2020-08-03,"Disruption of the manufacture of the drug.",2019-01-22,2020-08-24,No
75449,02420740,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","CANDESARTAN PLUS","HYDROCHLOROTHIAZIDE; CANDESARTAN CILEXETIL","25MG; 32MG",100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2018-11-01,2020-08-28,2020-09-18,"Requirements related to complying with good manufacturing practices.",2019-02-12,2020-09-21,No
76110,02420732,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","CANDESARTAN PLUS","HYDROCHLOROTHIAZIDE; CANDESARTAN CILEXETIL","12.5MG; 32MG",100,ORAL,Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2019-02-04,2020-08-07,2020-08-03,"Requirements related to complying with good manufacturing practices.",2019-02-18,2020-08-24,No
125634,02327902,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN PLUS","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","16MG; 12.5MG","100 TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2020-10-02,2020-10-30,2020-10-23,"Disruption of the manufacture of the drug.",2020-10-05,2020-11-02,No
128420,02420740,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN PLUS","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","32MG; 25MG","100TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2020-11-13,2020-12-25,2021-01-11,"Requirements related to complying with good manufacturing practices.",2020-11-16,2021-01-12,No
132389,02420732,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN PLUS","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","32MG; 12.5MG","100TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2021-01-22,2021-04-02,2021-04-01,"Requirements related to complying with good manufacturing practices.",2021-01-25,2021-04-08,No
134138,02420740,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN PLUS","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","32MG; 25MG","100TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2021-02-12,2021-03-19,2021-03-19,"Requirements related to complying with good manufacturing practices.",2021-02-16,2021-03-22,No
137721,02420732,Shortage,"SANDOZ CANDESARTAN PLUS","SANDOZ CANADA INCORPORATED","SANDOZ CANDESARTAN PLUS","CANDESARTAN CILEXETIL; HYDROCHLOROTHIAZIDE","32MG; 12.5MG","100TAB BO CA","ORAL; ORAL",Resolved,TABLET,C09DA,"ANGIOTENSIN II ANTAGONISTS, COMBINATIONS",,2021-04-16,2021-04-23,2021-04-23,"Requirements related to complying with good manufacturing practices.",2021-04-20,2021-04-27,No
